ID,Movie,Year,Time,Rating,Metascore,Profit,Description
367,Elite Squad,2007,115,8,33,10000,"In 1997 Rio de Janeiro, Captain Nascimento has to find a substitute for his position while trying to take down drug dealers and criminals before the Pope visits."
357,Elite Squad 2: The Enemy Within,2010,115,8,71,100000,"After a prison riot, former-Captain Nascimento, now a high ranking security officer in Rio de Janeiro, is swept into a bloody political dispute that involves government officials and paramilitary groups."
607,Elvis,2022,159,7.8,64,288700000,"Elvis in Baz Luhrmann's biopic of Elvis Presley, from his childhood to becoming a rock and movie star in the 1950s while maintaining a complex relationship with his manager, Colonel Tom Parker."
868,Empire of the Sun,1987,153,7.7,62,22240000,A young English boy struggles to survive under Japanese occupation of China during World War II.
926,End of Watch,2012,109,7.6,68,41000000,"Shot documentary-style, this film follows the daily grind of two young police officers in LA who are partners and friends, and what happens when they meet criminal forces greater than themselves."
620,English Vinglish,2012,134,7.8,71,1670000,"A quiet, sweet tempered housewife endures small slights from her well-educated husband and daughter every day because of her inability to speak and understand English."
987,Enter the Dragon,1973,102,7.6,83,25000000,A secret agent comes to an opium lord's island fortress with other fighters for a martial-arts tournament.
107,Eternal Sunshine of the Spotless Mind,2004,108,8.3,89,34400000,"When their relationship turns sour, a couple undergoes a medical procedure to have each other erased from their memories."
144,Everything Everywhere All at Once,2022,139,8.2,81,139400000,"An aging Chinese immigrant is swept up in an insane adventure, where she alone can save the world by exploring other universes connecting with the lives she could have led."
804,Evil,2003,113,7.7,61,20000,"A teenage boy expelled from school for fighting arrives at a boarding school where the systematic bullying of younger students is encouraged as a means to maintain discipline, and decides to fight back."
867,Evil Dead II,1987,84,7.7,72,5920000,The lone survivor of an onslaught of flesh-possessing spirits holes up in a cabin with a group of strangers while the demons continue their attack.
790,Ex Machina,2014,108,7.7,78,25440000,A young programmer is selected to participate in a ground-breaking experiment in synthetic intelligence by evaluating the human qualities of a highly advanced humanoid A.I.
290,Fanny and Alexander,1982,188,8.1,100,4970000,"Two young Swedish children in the 1900s experience the many comedies and tragedies of their lively and affectionate theatrical family, the Ekdahls."
908,Fantasia,1940,125,7.7,96,76410000,"A collection of animated interpretations of great works of Western classical music, ranging from the abstract to depictions of mythology and fantasy, and settings including the prehistoric, supernatural and sacred."
506,Fantastic Mr. Fox,2009,87,7.9,83,21000000,An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.
886,Fantastic Planet,1973,72,7.7,73,190000,"On a faraway planet where blue giants rule, oppressed humanoids rebel against their machine-like leaders."
279,Farewell My Concubine,1993,171,8.1,83,5220000,Two boys meet at an opera training school in Peking in 1924. Their resulting friendship will span nearly 70 years and will endure some of the most troublesome times in China's history.
271,Fargo,1996,98,8.1,85,24610000,Minnesota car salesman Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.
698,Ferris Buellers Day Off,1986,103,7.8,61,70140000,"A high school wise guy is determined to have a day off from school, despite what the Principal thinks of that."
430,Fiddler on the Roof,1971,181,8,67,80500000,"In pre-revolutionary Russia, a Jewish peasant with traditional values contends with marrying off three of his daughters with modern romantic ideals while growing anti-Semitic sentiment threatens his village."
12,Fight Club,1999,139,8.8,66,37030000,An insomniac office worker and a devil-may-care soap maker form an underground fight club that evolves into much more.
170,Finding Nemo,2003,100,8.2,90,380840000,"After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home."
811,Finding Neverland,2004,106,7.7,67,51680000,The story of Sir J.M. Barrie's friendship with a family who inspired him to create Peter Pan.
836,Fireworks,1997,103,7.7,70,230000,"Nishi leaves the police in the face of harrowing personal and professional difficulties. Spiraling into depression, he makes questionable decisions."
878,First Blood,1982,93,7.7,61,47210000,A veteran Green Beret is forced by a cruel Sheriff and his deputies to flee into the mountains and wage an escalating one-man war against his pursuers.
418,Fitzcarraldo,1982,158,8,71,4500000,"The story of Brian Sweeney Fitzgerald, an extremely determined man who intends to build an opera house in the middle of a jungle."
787,Flipped,2010,90,7.7,45,1750000,Two eighth-graders start to have feelings for each other despite being total opposites.
190,For a Few Dollars More,1965,132,8.2,74,15000000,Two bounty hunters with the same intentions team up to track down an escaped Mexican outlaw.
232,Ford v Ferrari,2019,152,8.1,81,117620000,American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.
14,Forrest Gump,1994,142,8.8,82,330250000,"The presidencies of Kennedy and Johnson, the Vietnam War, the Watergate scandal and other historical events unfold from the perspective of an Alabama man with an IQ of 75, whose only desire is to be reunited with his childhood sweetheart."
740,Frankenstein,1931,70,7.8,91,112000000,Dr. Frankenstein dares to tamper with life and death by creating a human monster out of lifeless body parts.
592,Freaks,1932,64,7.9,80,0,"A circus' beautiful trapeze artist agrees to marry the leader of side-show performers, but his deformed friends discover she is only marrying him for his inheritance."
858,Fried Green Tomatoes,1991,130,7.7,64,82420000,A housewife who is unhappy with her life befriends an old lady at a nursing home and is enthralled by the tales she tells of people she used to know.
997,From Here to Eternity,1953,118,7.6,85,30500000,"At a U.S. Army base in 1941 Hawaii, a private is cruelly punished for not boxing on his unit's team, while his commanding officer's wife and top aide begin a tentative affair."
785,Frost/Nixon,2008,122,7.7,80,18590000,A dramatic retelling of the post-Watergate television interviews between British talk-show host David Frost and former president Richard Nixon.
115,Full Metal Jacket,1987,116,8.3,76,46360000,A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.
378,G.O.R.A.,2004,127,8,78,20800000,A slick young Turk kidnapped by extraterrestrials shows his great ?® humanitarian spirit ?¯ by outwitting the evil commander-in-chief of the planet of G.O.R.A.
289,Gandhi,1982,191,8.1,79,52770000,The life of the lawyer who became the famed leader of the Indian revolts against the British rule through his philosophy of nonviolent protest.
150,Gangs of Wasseypur,2012,321,8.2,89,4400000,"A clash between Sultan and Shahid Khan leads to the expulsion of Khan from Wasseypur, and ignites a deadly blood feud spanning three generations."
730,Gaslight,1944,114,7.8,78,4600000,"Ten years after her aunt was murdered in their London home, a woman returns from Italy in the 1880s to resume residence with her new husband. His obsessive interest in the home rises from a secret that may require driving his wife insane."
677,Gattaca,1997,106,7.8,64,12340000,A genetically inferior man assumes the identity of a superior one in order to pursue his lifelong dream of space travel.
746,Get Out,2017,104,7.7,85,176040000,"A young African-American visits his white girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him eventually reaches a boiling point."
532,Ghost in the Shell,1995,83,7.9,76,520000,A cyborg policewoman and her partner hunt a mysterious and powerful hacker called the Puppet Master.
701,Ghostbusters,1984,105,7.8,71,238630000,"Three parapsychologists forced out of their university funding set up shop as a unique ghost removal service in New York City, attracting frightened yet skeptical customers."
45,Gladiator,2000,155,8.5,67,187710000,A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.
855,Glengarry Glen Ross,1992,100,7.7,82,10730000,An examination of the machinations behind the scenes at a real estate office.
692,Glory,1989,122,7.8,78,26830000,"Robert Gould Shaw leads the U.S. Civil War's first all-black volunteer company, fighting prejudices from both his own Union Army, and the Confederates."
897,Goldfinger,1964,110,7.7,87,51080000,"While investigating a gold magnate's smuggling, James Bond uncovers a plot to contaminate the Fort Knox gold reserve."
945,Gone Baby Gone,2007,114,7.6,72,20300000,"Two Boston area detectives investigate a little girl's kidnapping, which ultimately turns into a crisis both professionally and personally."
226,Gone Girl,2014,149,8.1,79,167770000,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent."
203,Gone with the Wind,1939,238,8.2,97,198680000,The manipulative daughter of a Georgia plantation owner conducts a turbulent romance with a roguish profiteer during the American Civil War and Reconstruction periods.
812,Good Bye Lenin!,2003,121,7.7,68,4060000,"In 1990, to protect his fragile mother from a fatal shock after a long coma, a young man must keep her from learning that her beloved nation of East Germany as she knew it has disappeared."
111,Good Will Hunting,1997,126,8.3,70,138430000,"Will Hunting, a janitor at M.I.T., has a gift for mathematics, but needs help from a psychologist to find direction in his life."
413,"Goodbye, Children",1987,104,8,88,4540000,"A French boarding school run by priests seems to be a haven from World War II until a new student arrives. Occupying the next bed in the dormitory to the top student in his class, the two young boys begin to form a bond."
18,Goodfellas,1990,145,8.7,90,46840000,"The story of Henry Hill and his life in the mob, covering his relationship with his wife Karen Hill and his mob partners Jimmy Conway and Tommy DeVito in the Italian-American crime syndicate."
241,Gran Torino,2008,116,8.1,72,148100000,"Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, Thao Lor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino."
51,Grave of the Fireflies,1988,89,8.5,94,839052000,A young boy and his little sister struggle to survive in Japan during World War II.
772,Gravity,2013,91,7.7,96,274090000,Two astronauts work together to survive after an accident leaves them stranded in space.
143,Green Book,2018,130,8.2,69,85080000,A working-class Italian-American bouncer becomes the driver for an African-American classical pianist on a tour of venues through the 1960s American South.
278,Groundhog Day,1993,101,8.1,72,70910000,"A narcissistic, self-centered weatherman finds himself in a time loop on Groundhog Day, and the day keeps repeating until he gets it right."
351,Guardians of the Galaxy,2014,121,8,76,333180000,A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.
914,Guardians of the Galaxy Vol. 2,2017,136,7.6,67,389810000,"The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father the ambitious celestial being Ego."
719,Guess Whos Coming to Dinner,1967,108,7.8,63,56700000,A couple's attitudes are challenged when their daughter introduces them to her African-American fianc??.
478,Gully Boy,2019,154,7.9,65,5570000,A coming-of-age story based on the lives of street rappers in Mumbai.
243,Hachi: A Dogs Tale,2009,93,8.1,70,46750000,A college professor bonds with an abandoned dog he takes into his home.
228,Hacksaw Ridge,2016,139,8.1,71,67210000,"World War II American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first man in American history to receive the Medal of Honor without firing a shot."
217,Haider,2014,160,8.1,74,900000,"A young man returns to Kashmir after his father's disappearance to confront his uncle, whom he suspects of playing a role in his father's fate."
881,Halloween,1978,91,7.7,87,47000000,"Fifteen years after murdering his sister on Halloween night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois to kill again."
94,Hamilton,2020,160,8.3,90,0,"The real life of one of America's foremost founding fathers and first Secretary of the Treasury, Alexander Hamilton. Captured live on Broadway from the Richard Rodgers Theater with the original Broadway cast."
678,Hamlet,1996,242,7.8,80,4410000,"Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. Meanwhile, war is brewing."
544,Hannah and Her Sisters,1986,107,7.9,90,40080000,"Between two Thanksgivings two years apart, Hannah's husband falls in love with her sister Lee, while her hypochondriac ex-husband rekindles his relationship with her sister Holly."
829,Happiness,1998,134,7.7,81,2810000,"The lives of several individuals intertwine as they go about their lives in their own unique ways, engaging in acts society as a whole might find disturbing in a desperate search for human connection."
839,Happy Together,1997,96,7.7,70,190000,A couple take a trip to Argentina but both men find their lives drifting apart in opposite directions.
33,Harakiri,1962,133,8.6,85,15222,"When a ronin requesting seppuku at a feudal lord's palace is told of the brutal suicide of another ronin who previously visited, he reveals how their pasts are intertwined - and in doing so challenges the clan's integrity."
853,Hard Boiled,1992,128,7.7,75,785,A tough-as-nails cop teams up with an undercover agent to shut down a sinister mobster and his crew.
554,Harold and Maude,1971,91,7.9,62,4535,"Young, rich, and obsessed with death, Harold finds himself changed forever when he meets lively septuagenarian Maude at a funeral."
782,Harry Potter and the Deathly Hallows: Part 1,2010,146,7.7,65,295980000,"As Harry, Ron and Hermione race against time and evil to destroy the Horcruxes, they uncover the existence of the three most powerful objects in the wizarding world: the Deathly Hallows."
242,Harry Potter and the Deathly Hallows: Part 2,2011,130,8.1,85,381010000,"Harry, Ron, and Hermione search for Voldemort's remaining Horcruxes in their effort to destroy the Dark Lord as the final battle rages on at Hogwarts."
806,Harry Potter and the Goblet of Fire,2005,157,7.7,81,290010000,"Harry Potter finds himself competing in a hazardous tournament between rival schools of magic, but he is distracted by recurring nightmares."
515,Harry Potter and the Prisoner of Azkaban,2004,142,7.9,82,249360000,"Harry Potter, Ron and Hermione return to Hogwarts School of Witchcraft and Wizardry for their third year of study, where they delve into the mystery surrounding an escaped prisoner who poses a dangerous threat to the young wizard."
961,Harry Potter and the Sorcerers Stone,2001,152,7.6,65,317580000,"An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world."
577,Harvey,1950,104,7.9,71,0,"Due to his insistence that he has an invisible six foot-tall rabbit for a best friend, a whimsical middle-aged man is thought by his family to be insane - but he may be wiser than anyone knows."
513,Head-On,2004,121,7.9,78,11500000,"With the intention to break free from the strict familial restrictions, a suicidal young woman sets up a marriage of convenience with a forty-year-old addict, an act that will lead to an outburst of envious love."
113,Heat,1995,170,8.3,76,67440000,A group of high-end professional thieves start to feel the heat from the LAPD when they unknowingly leave a clue at their latest heist.
820,Hedwig and the Angry Inch,2001,95,7.7,85,3030000,A gender-queer punk-rock singer from East Berlin tours the U.S. with her band as she tells her life story and follows the former lover/band-mate who stole her songs.
922,Hell or High Water,2016,102,7.6,88,26860000,A divorced father and his ex-con older brother resort to a desperate scheme in order to save their family's ranch in West Texas.
354,Her,2013,126,8,91,25570000,"In a near future, a lonely writer develops an unlikely relationship with an operating system designed to meet his every need."
260,Her Sey ok Gzel Olacak,1998,107,8.1,79,1200000,"When Altan swipes prescription drugs from his brother Nuri's pharmacy, they soon find themselves on a dangerous but funny road trip to get rid of the stuff and escape the mafiosi Altan ...                See full summary?ÿ?¯"
262,Hera Pheri,2000,156,8.1,71,2800000,"Three unemployed men look for answers to all their money problems - but when their opportunity arrives, will they know what to do with it?"
516,Hero,2002,120,7.9,85,53710000,"A defense officer, Nameless, was summoned by the King of Qin regarding his success of terminating three warriors."
601,Hidden Figures,2016,127,7.8,74,169610000,The story of a team of female African-American mathematicians who served a vital role in NASA during the early years of the U.S. space program.
88,High and Low,1963,143,8.4,90,64295000,An executive of a Yokohama shoe company becomes a victim of extortion when his chauffeur's son is kidnapped by mistake and held for ransom.
455,High Noon,1952,85,8,89,9450000,"A town Marshal, despite the disagreements of his newlywed bride and the townspeople around him, must face a gang of deadly killers alone at ""high noon"" when the gang leader, an outlaw he ""sent up"" years ago, arrives on the noon train."
596,Hindi Medium,2017,132,7.8,72,50000000,A couple from Chandni Chowk aspire to give their daughter the best education and thus be a part of and accepted by the elite of Delhi.
568,Hiroshima Mon Amour,1959,90,7.9,80,90000,A French actress filming an anti-war film in Hiroshima has an affair with a married Japanese architect as they share their differing perspectives on war.
732,His Girl Friday,1940,92,7.8,72,300000,A newspaper editor uses every trick in the book to keep his ace reporter ex-wife from remarrying.
862,Home Alone,1990,103,7.7,63,285760000,An eight-year-old troublemaker must protect his house from a pair of burglars when he is accidentally left home alone by his family during Christmas vacation.
654,Hot Fuzz,2007,121,7.8,81,23640000,"A skilled London police officer, after irritating superiors with his embarrassing effectiveness, is transferred to a village where the easygoing officers object to his fervor for regulations, as a string of grisly murders strikes the town."
250,Hotel Rwanda,2004,121,8.1,79,23530000,"Paul Rusesabagina, a hotel manager, houses over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda, Africa."
245,How to Train Your Dragon,2010,98,8.1,75,217580000,"A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed."
625,How to Train Your Dragon 2,2014,102,7.8,77,177000000,"When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace."
167,Howls Moving Castle,2004,119,8.2,80,4710000,"When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle."
602,Hunt for the Wilderpeople,2016,101,7.8,81,5200000,A national manhunt is ordered for a rebellious kid and his foster uncle who go missing in the wild New Zealand bush.
959,I Am Sam,2001,132,7.6,28,40310000,A mentally handicapped man fights for custody of his 7-year-old daughter and in the process teaches his cold-hearted lawyer the value of love and family.
553,I Remember,1973,123,7.9,79,580000,A series of comedic and nostalgic vignettes set in a 1930s Italian coastal town.
627,I Saw the Devil,2010,144,7.8,67,130000,A secret agent exacts revenge on a serial killer through a series of captures and releases.
598,"I, Daniel Blake",2016,100,7.8,78,260000,"After surviving a heart-attack, a 59-year-old carpenter must fight bureaucratic forces to receive Employment and Support Allowance."
130,Ikiru,1952,143,8.3,91,60000,A bureaucrat tries to find meaning in his life after he discovers he has terminal cancer.
576,In a Lonely Place,1950,94,7.9,76,1400000,"A potentially violent screenwriter is a murder suspect until his lovely neighbor clears him. However, she soon starts to have her doubts."
813,In America,2002,105,7.7,76,15540000,A family of Irish immigrants adjust to life on the mean streets of Hell's Kitchen while also grieving the death of a child.
502,In Bruges,2008,107,7.9,67,7760000,"Guilt-stricken after a job gone wrong, hitman Ray and his partner await orders from their ruthless boss in Bruges, Belgium, the last place in the world Ray wants to be."
561,In Cold Blood,1967,134,7.9,89,13000000,"Two ex-cons murder a family in a robbery attempt, before going on the run from the authorities. The police try to piece together the details of the murder in an attempt to track down the killers."
560,In the Heat of the Night,1967,110,7.9,75,24380000,"A black Philadelphia police detective is mistakenly suspected of a local murder while passing through a racially hostile Mississippi town, and after being cleared is reluctantly asked by the police chief to investigate the case."
269,In the Mood for Love,2000,98,8.1,85,2730000,"Two neighbors form a strong bond after both suspect extramarital activities of their spouses. However, they agree to keep their bond platonic so as not to commit similar wrongs."
277,In the Name of the Father,1993,133,8.1,84,25010000,A man's coerced confession to an I.R.A. bombing he did not commit results in the imprisonment of his father as well. An English lawyer fights to free them.
101,Incendies,2010,131,8.3,80,6860000,Twins journey to the Middle East to discover their family history and fulfill their mother's last wishes.
10,Inception,2010,148,8.8,74,292580000,"A thief who steals corporate secrets through the use of dream-sharing technology is given the inverse task of planting an idea into the mind of a C.E.O., but his tragic past may doom the project and his team to disaster."
916,Incredibles 2,2018,118,7.6,80,608580000,The Incredibles family takes on a new mission which involves a change in family roles: Bob Parr (Mr. Incredible) must manage the house while his wife Helen (Elastigirl) goes out to save the world.
179,Indiana Jones and the Last Crusade,1989,127,8.2,65,197170000,"In 1938, after his father Professor Henry Jones, Sr. goes missing while pursuing the Holy Grail, Professor Henry ""Indiana"" Jones, Jr. finds himself up against Adolf Hitler's Nazis again to stop them from obtaining its powers."
85,Indiana Jones and the Raiders of the Lost Ark,1981,115,8.4,85,248160000,"In 1936, archaeologist and adventurer Indiana Jones is hired by the U.S. government to find the Ark of the Covenant before Adolf Hitler's Nazis can obtain its awesome powers."
384,Infernal Affairs,2002,101,8,75,170000,"A story between a mole in the police department and an undercover cop. Their objectives are the same: to find out who is the mole, and who is the cop."
106,Inglourious Basterds,2009,153,8.3,69,120540000,"In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same."
310,Inherit the Wind,1960,128,8.1,75,2000000,"Based on a real-life case in 1925, two great lawyers argue the case for and against a Tennessee science teacher accused of the crime of teaching evolution."
944,Inside Man,2006,129,7.6,76,88510000,"A police detective, a bank robber, and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation."
149,Inside Out,2015,95,8.2,94,356460000,"After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school."
23,Interstellar,2014,169,8.6,74,188020000,A team of explorers travel through a wormhole in space in an attempt to ensure humanity's survival.
247,Into the Wild,2007,148,8.1,73,18350000,"After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness. Along the way, Christopher encounters a series of characters that shape his life."
903,Invasion of the Body Snatchers,1956,80,7.7,92,24900000,A small-town doctor learns that the population of his community is being replaced by emotionless alien duplicates.
361,Ip Man,2008,106,8,59,22100000,"During the Japanese invasion of China, a wealthy martial artist is forced to leave his home when his city is occupied. With little means of providing for themselves, Ip Man and the remaining members of the city must find a way to survive."
510,Iron Man,2008,126,7.9,79,318410000,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil."
599,Isle of Dogs,2018,101,7.8,82,32020000,"Set in Japan, Isle of Dogs follows a boy's odyssey in search of his lost dog."
332,It Happened One Night,1934,105,8.1,87,4360000,"A renegade reporter trailing a young runaway heiress for a big story joins her on a bus heading from Florida to New York, and they end up stuck with each other when the bus leaves them behind at one of the stops."
35,Its a Wonderful Life,1946,130,8.6,89,10600000,An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.
443,Ivans Childhood,1962,95,8,75,87638,"During WWII, Soviet orphan Ivan Bondarev strikes up a friendship with three sympathetic Soviet officers while working as a scout behind the German lines."
496,Jab We Met,2007,138,7.9,72,410000,A depressed wealthy businessman finds his life changing after he meets a spunky and care-free young woman.
8,Jai Bhim,2021,164,8.9,75,5500000,"When a tribal man is arrested for a case of alleged theft, his wife turns to a human-rights lawyer to help bring justice."
299,Jaws,1975,124,8.1,87,260000000,"When a killer shark unleashes chaos on a beach community off Cape Cod, it's up to a local sheriff, a marine biologist, and an old seafarer to hunt the beast down."
286,Jean de Florette,1986,120,8.1,75,4940000,A greedy landowner and his backward nephew conspire to block the only water source for an adjoining property in order to bankrupt the owner and force him to sell.
406,JFK,1991,189,8,72,70410000,New Orleans District Attorney Jim Garrison discovers there's more to the Kennedy assassination than the official story.
670,Joint Security Area,2000,110,7.8,58,12486,"After a shooting incident at the North/South Korean border/DMZ leaves 2 North Korean soldiers dead, a neutral Swiss/Swedish team investigates, what actually happened."
475,Jojo Rabbit,2019,108,7.9,58,350000,A young German boy in the Hitler Youth whose hero and imaginary friend is the country's dictator is shocked to discover that his mother is hiding a Jewish girl in their home.
62,Joker,2019,122,8.4,59,335450000,A mentally troubled stand-up comedian embarks on a downward spiral that leads to the creation of an iconic villain.
794,Joyeux Noel,2005,116,7.7,70,1050000,"In December 1914, an unofficial Christmas truce on the Western Front allows soldiers from opposing sides of the First World War to gain insight into each other's way of life."
124,Judgment at Nuremberg,1961,179,8.3,60,16000000,"In 1948, an American court in occupied Germany tries four Nazis judged for war crimes."
900,Jules and Jim,1962,105,7.7,97,487117,Decades of a love triangle concerning two friends and an impulsive woman.
177,Jurassic Park,1993,127,8.2,68,402450000,A pragmatic paleontologist touring an almost complete theme park on an island in Central America is tasked with protecting a couple of kids after a power failure causes the park's cloned dinosaurs to run loose.
142,K.G.F: Chapter 1,2018,156,8.2,75,38000000,"In the 1970s, a gangster goes undercover as a slave to assassinate the owner of a notorious gold mine."
73,K.G.F: Chapter 2,2022,168,8.4,70,148000000,"In the blood-soaked Kolar Gold Fields, Rocky's name strikes fear into his foes. While his allies look up to him, the government sees him as a threat to law and order. Rocky must battle threats from all sides for unchallenged supremacy."
549,Kagemusha,1980,162,7.9,84,4001000,A petty thief with an utter resemblance to a samurai warlord is hired as the lord's double. When the warlord later dies the thief is forced to take up arms in his place.
234,Kahaani,2012,122,8.1,79,1040000,"A pregnant woman's search for her missing husband takes her from London to Kolkata, but everyone she questions denies having ever met him."
36,Kaithi,2019,145,8.5,73,12600000,"Dilli, an ex-convict, endeavours to meet his daughter for the first time after leaving prison. However, his attempts are interrupted due to a drug raid planned by Inspector Bejoy."
512,Kal Ho Naa Ho,2003,186,7.9,54,1790000,"Naina, an introverted, perpetually depressed girl's life changes when she meets Aman. But Aman has a secret of his own which changes their lives forever. Embroiled in all this is Rohit, Naina's best friend who conceals his love for her."
907,Key Largo,1948,100,7.7,76,0,"A man visits his war buddy's family hotel and finds a gangster running things. As a hurricane approaches, the two end up confronting each other."
931,Kick-Ass,2010,117,7.6,66,48070000,"Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a superhero, even though he has no powers, training or meaningful reason to do so."
691,Kikis Delivery Service,1989,103,7.8,83,10400000,"A young witch, on her mandatory year of independent life, finds fitting into a new community difficult while she supports herself by running an air courier service."
169,Kill Bill: Vol. 1,2003,111,8.2,69,70100000,"After awakening from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her."
380,Kill Bill: Vol. 2,2004,137,8,83,66210000,"The Bride continues her quest of vengeance against her former boss and lover Bill, the reclusive bouncer Budd, and the treacherous, one-eyed Elle."
456,Kind Hearts and Coronets,1949,106,8,78,14640,A distant poor relative of the Duke D'Ascoyne plots to inherit the title by murdering the eight other heirs who stand ahead of him in the line of succession.
591,King Kong,1933,100,7.9,90,10000000,A film crew goes to a tropical island for an exotic location shoot and discovers a colossal ape who takes a shine to their female blonde star. He is then captured and brought back to New York City for public exhibition.
754,Kingsman: The Secret Service,2014,129,7.7,60,128260000,"A spy organisation recruits a promising street kid into the agency's training program, while a global threat emerges from a twisted tech genius."
213,Klaus,2019,96,8.1,65,0,"A simple act of kindness always sparks another, even in a frozen, faraway place. When Smeerensburg's new postman, Jesper, befriends toymaker Klaus, their gifts melt an age-old feud and deliver a sleigh full of holiday traditions."
464,Knives Out,2019,130,7.9,82,165360000,"A detective investigates the death of the patriarch of an eccentric, combative family."
529,Knockin on Heavens Door,1997,87,7.9,78,0,"Two terminally ill patients escape from a hospital, steal a car and rush towards the sea."
704,Kramer vs. Kramer,1979,105,7.8,77,106260000,"After his wife leaves him, a work-obsessed Manhattan advertising executive is forced to learn long-neglected parenting skills, but a heated custody battle over the couple's young son deepens the wounds left by the separation."
750,Kubo and the Two Strings,2016,101,7.7,84,48020000,A young boy named Kubo must locate a magical suit of armour worn by his late father in order to defeat a vengeful spirit from the past.
800,Kung Fu Hustle,2004,99,7.7,78,17110000,"In Shanghai, China in the 1940s, a wannabe gangster aspires to join the notorious ""Axe Gang"" while residents of a housing complex exhibit extraordinary powers in defending their turf."
946,Kung Fu Panda,2008,92,7.6,74,215430000,"To everyone's surprise, including his own, Po, an overweight, clumsy panda, is chosen as protector of the Valley of Peace. His suitability will soon be tested as the valley's arch-enemy is on his way."
174,L.A. Confidential,1997,138,8.2,90,64620000,"As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice."
445,La dolce vita,1960,174,8,95,19520000,A series of stories following a week in the life of a philandering tabloid journalist living in Rome.
274,La Haine,1995,98,8.1,72,310000,24 hours in the lives of three young men in the French suburbs the day after a violent riot.
340,La La Land,2016,128,8,94,151100000,"While navigating their careers in Los Angeles, a pianist and an actress fall in love while attempting to reconcile their aspirations for the future."
265,Lagaan: Once Upon a Time in India,2001,224,8.1,84,70000,The people of a small village in Victorian India stake their future on a game of cricket against their ruthless British rulers.
605,Land of Mine,2015,100,7.8,75,440000,"In post-World War II Denmark, a group of young German POWs are forced to clear a beach of thousands of land mines under the watch of a Danish Sergeant who slowly learns to appreciate their plight."
584,Laura,1944,88,7.9,75,4360000,A police detective falls in love with the woman whose murder he is investigating.
724,LAvventura,1960,144,7.8,77,2606,"A woman disappears during a Mediterranean boating trip. During the search, her lover and her best friend become attracted to each other."
123,Lawrence of Arabia,1962,218,8.3,100,44820000,"The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks."
557,Le Cercle Rouge,1970,140,7.9,91,370000,"After leaving prison, master thief Corey crosses paths with a notorious escapee and an alcoholic former policeman. The trio proceed to plot an elaborate heist."
970,Le D??ner de Cons,1998,80,7.6,73,4070000,"A few friends have a weekly fools' dinner, where each brings a fool along. Pierre finds a champion fool for next dinner. Surprise."
434,Le Samoura??,1967,101,8,78,40000,After professional hitman Jef Costello is seen by witnesses his efforts to provide himself an alibi drive him further into a corner.
