ID,Movie,Year,Time,Rating,Metascore,Profit,Description
283,My Neighbor Totoro,1988,86,8.1,86,1110000,"When two girls move to the country to be near their ailing mother, they have adventures with the wondrous forest spirits who live nearby."
387,My Sassy Girl,2001,137,8,77,32300000,"A young man sees a drunk, cute woman standing too close to the tracks at a metro station in Seoul and pulls her back. She ends up getting him into trouble repeatedly after that, starting on the train."
514,Mystic River,2003,138,7.9,84,90140000,The lives of three men who were childhood friends are shattered when one of them has a family tragedy.
849,Naked,1993,131,7.7,85,1770000,An unemployed Mancunian vents his rage on unsuspecting strangers as he embarks on a nocturnal London odyssey.
882,Nashville,1975,160,7.7,96,14820000,"Over the course of a few hectic days, numerous interrelated people prepare for a political convention."
415,Nausica?? of the Valley of the Wind,1984,117,8,86,500000,Warrior and pacifist Princess Nausica?? desperately struggles to prevent two warring nations from destroying themselves and their dying planet.
764,Nebraska,2013,115,7.7,87,17650000,"An aging, booze-addled father makes the trip from Montana to Nebraska with his estranged son in order to claim a million-dollar Mega Sweepstakes Marketing prize."
492,Nefes: Vatan Sagolsun,2009,128,7.9,76,14700000,Story of 40-man Turkish task force who must defend a relay station.
392,Neon Genesis Evangelion: The End of Evangelion,1997,87,8,79,1560000,Concurrent theatrical ending of the TV series Neon Genesis Evangelion (1995).
296,Network,1976,121,8.1,83,23700000,"A television network cynically exploits a deranged former anchor's ravings and revelations about the news media for its own profit, but finds that his message may be difficult to control."
718,Night of the Living Dead,1968,96,7.8,89,90000,A ragtag group of Pennsylvanians barricade themselves in an old farmhouse to remain safe from a horde of flesh-eating ghouls that are ravaging the East Coast of the United States.
857,Night on Earth,1991,129,7.7,68,2020000,An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.
614,Nightcrawler,2014,117,7.8,76,32380000,"When Louis Bloom, a con man desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story."
316,Nights of Cabiria,1957,110,8.1,80,750000,A waifish prostitute wanders the streets of Rome looking for true love but finds only heartbreak.
520,Nine Queens,2000,114,7.9,80,1220000,"Two con artists try to swindle a stamp collector by selling him a sheet of counterfeit rare stamps (the ""nine queens"")."
684,Ninja Scroll,1993,94,7.8,72,1073,A vagabond swordsman is aided by a beautiful ninja girl and a crafty spy in confronting a demonic clan of killers - with a ghost from his past as their leader - who are bent on overthrowing the Tokugawa Shogunate.
160,No Country for Old Men,2007,122,8.2,92,74280000,Violence and mayhem ensue after a hunter stumbles upon a drug deal gone wrong and more than two million dollars in cash near the Rio Grande.
518,No Mans Land,2001,98,7.9,84,1060000,"Bosnia and Herzegovina during 1993 at the time of the heaviest fighting between the two warring sides. Two soldiers from opposing sides in the conflict, Nino and Ciki, become trapped in no man's land, whilst a third soldier becomes a living booby trap."
374,Nobody Knows,2004,141,8,88,680000,"In a small Tokyo apartment, twelve-year-old Akira must care for his younger siblings after their mother leaves them and shows no sign of returning."
126,North by Northwest,1959,136,8.3,98,13280000,"A New York City advertising executive goes on the run after being mistaken for a government agent by a group of foreign spies, and falls for a woman whose loyalties he begins to doubt."
593,Nosferatu,1922,94,7.9,76,0,Vampire Count Orlok expresses interest in a new residence and real estate agent Hutter's wife.
416,Nostalghia,1983,125,8,73,10000,"A Russian poet and his interpreter travel to Italy researching the life of an 18th-century composer, and instead meet a ruminative madman who tells the poet how the world may be saved."
580,Notorious,1946,102,7.9,100,10460000,The daughter of a convicted Nazi spy is asked by American agents to gather information on a ring of Nazi scientists in South America. How far will she have to go to ingratiate herself with them?
825,"O Brother, Where Art Thou?",2000,107,7.7,69,45510000,"In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them."
824,Oceans Eleven,2001,116,7.7,74,183420000,Danny Ocean and his ten accomplices plan to rob three Las Vegas casinos simultaneously.
675,October Sky,1999,108,7.8,71,32480000,"The true story of Homer Hickam, a coal miner's son who was inspired by the first Sputnik launch to take up rocketry against his father's wishes."
828,Office Space,1999,89,7.7,68,10820000,Three company workers who hate their jobs decide to rebel against their greedy boss.
77,Oldboy,2003,120,8.4,77,710000,"After being kidnapped and imprisoned for fifteen years, Oh Dae-Su is released, only to find that he must find his captor in five days."
224,OMG: Oh My God!,2012,125,8.1,77,920000,A shopkeeper takes God to court when his shop is destroyed by an earthquake.
319,On the Waterfront,1954,108,8.1,91,9600000,"An ex-prize fighter turned New Jersey longshoreman struggles to stand up to his corrupt union bosses, including his older brother, as he starts to connect with the grieving sister of one of the syndicate's victims."
643,Once,2007,86,7.8,88,9440000,"A modern-day musical about a busker and an immigrant and their eventful week in Dublin, as they write, rehearse and record songs that tell their love story."
116,Once Upon a Time in America,1984,229,8.3,75,5320000,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan 35 years later, where he must once again confront the ghosts and regrets of his old life."
623,Once Upon a Time in Anatolia,2011,157,7.8,82,140000,A group of men set out in search of a dead body in the Anatolian steppes.
55,Once Upon a Time in the West,1968,165,8.5,80,5320000,A mysterious stranger with a harmonica joins forces with a notorious desperado to protect a beautiful widow from a ruthless assassin working for the railroad.
913,Once Upon a Time... In Hollywood,2019,161,7.6,83,142500000,A faded television actor and his stunt double strive to achieve fame and success in the final years of Hollywood's Golden Age in 1969 Los Angeles.
533,Once Were Warriors,1994,102,7.9,77,2200000,A family descended from Maori warriors is bedeviled by a violent father and the societal problems of being treated as outcasts.
20,One Flew Over the Cuckoos Nest,1975,133,8.7,84,112000000,"A criminal pleads insanity and is admitted to a mental institution, where he rebels against the oppressive nurse and rallies up the scared patients."
833,Open Your Eyes,1997,119,7.7,75,370000,"A very handsome man finds the love of his life, but he suffers an accident and needs to have his face rebuilt by surgery after it is severely disfigured."
879,Ordinary People,1980,124,7.7,86,54800000,"The accidental death of the older son of an affluent family deeply strains the relationships among the bitter mother, the good-natured father, and the guilt-ridden younger son."
457,Out of the Past,1947,97,8,78,0,"A private eye escapes his past to run a gas station in a small town, but his past catches up with him. Now he must return to the big city world of danger, corruption, double crosses and duplicitous dames."
151,Paan Singh Tomar,2012,135,8.2,75,40000,"The story of Paan Singh Tomar, an Indian athlete and seven-time national steeplechase champion who becomes one of the most feared dacoits in Chambal Valley after his retirement."
468,Pad Man,2018,140,7.9,76,1660000,"Upon realizing the extent to which women are affected by their menses, a man sets out to create a sanitary pad machine and to provide inexpensive sanitary pads to the women of rural India."
603,Paddington 2,2017,103,7.8,88,40440000,"Paddington, now happily settled with the Brown family and a popular member of the local community, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy's 100th birthday, only for the gift to be stolen."
163,Pans Labyrinth,2006,118,8.2,98,37630000,"In the Falangist Spain of 1944, the bookish young stepdaughter of a sadistic army officer escapes into an eerie but captivating fantasy world."
301,Paper Moon,1973,102,8.1,77,30930000,"During the Great Depression, a con man finds himself saddled with a young girl who may or may not be his daughter, and the two forge an unlikely partnership."
425,Papillon,1973,151,8,58,53270000,"A French convict in the 1930s befriends a fellow criminal as the two of them begin serving their sentence in the South American penal colony on Devil's Island, which inspires the man to plot his escape."
786,Paprika,2006,90,7.7,81,880000,"When a machine that allows therapists to enter their patients' dreams is stolen, all hell breaks loose. Only a young female therapist, Paprika, can stop it."
38,Parasite,2019,132,8.5,96,53370000,Greed and class discrimination threaten the newly formed symbiotic relationship between the wealthy Park family and the destitute Kim clan.
288,"Paris, Texas",1984,145,8.1,78,2180000,"Travis Henderson, an aimless drifter who has been missing for four years, wanders out of the desert and must reconnect with society, himself, his life, and his family."
128,Pather Panchali,1955,125,8.3,74,540000,"Impoverished priest Harihar Ray, dreaming of a better life for himself and his family, leaves his rural Bengal village in search of work."
91,Paths of Glory,1957,88,8.4,90,1200000,"After refusing to attack an enemy position, a general accuses the soldiers of cowardice and their commanding officer must defend them."
555,Patton,1970,172,7.9,91,61700000,The World War II phase of the career of controversial American general George S. Patton.
394,Perfect Blue,1997,81,8,72,780000,"A pop singer gives up her career to become an actress, but she slowly goes insane when she starts being stalked by an obsessed fan and what seems to be a ghost of her past."
748,Perfect Strangers,2016,96,7.7,75,33300000,"Seven long-time friends meet for dinner. They decide to share their text messages, emails and phone calls. Secrets are unveiled. Harmony trembles."
369,Persepolis,2007,96,8,90,4450000,A precocious and outspoken Iranian girl grows up during the Islamic Revolution.
305,Persona,1966,83,8.1,86,90813000,A nurse is put in charge of a mute actress and finds that their personae are melding together.
848,Philadelphia,1993,125,7.7,66,77320000,"When a man with HIV is fired by his law firm because of his condition, he hires a homophobic small time lawyer as the only willing advocate for a wrongful dismissal suit."
923,Philomena,2013,98,7.6,77,37710000,"A world-weary political journalist picks up the story of a woman's search for her son, who was taken away from her decades ago after she became pregnant and was forced to live in a convent."
209,Pink,2016,136,8.1,77,1240000,"When three young women are implicated in a crime, a retired lawyer steps forward to help them clear their names."
417,Pink Floyd: The Wall,1982,95,8,47,22240000,A confined but troubled rock star descends into madness in the midst of his physical and social isolation from everyone.
257,Pirates of the Caribbean: The Curse of the Black Pearl,2003,143,8.1,63,305410000,"Blacksmith Will Turner teams up with eccentric pirate ""Captain"" Jack Sparrow to save his love, the governor's daughter, from Jack's former pirate allies, who are now undead."
223,PK,2014,153,8.1,79,10620000,An alien on Earth loses the only device he can use to communicate with his spaceship. His innocent nature and child-like questions force the country to evaluate the impact of religion on its people.
433,Planet of the Apes,1968,112,8,79,33400000,"An astronaut crew crash-lands on a planet in the distant future where intelligent talking apes are the dominant species, and humans are the oppressed and enslaved."
285,Platoon,1986,120,8.1,92,138530000,"Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict."
937,Ponyo,2008,101,7.6,86,15090000,"A five-year-old boy develops a relationship with Ponyo, a young goldfish princess who longs to become a human after falling in love with him."
854,Porco Rosso,1992,94,7.7,83,44600000,"In 1930s Italy, a veteran World War I pilot is cursed to look like an anthropomorphic pig."
208,Portrait of a Lady on Fire,2019,122,8.1,95,3760000,"On an isolated island in Brittany at the end of the eighteenth century, a female painter is obliged to paint a wedding portrait of a young woman."
697,Predator,1987,107,7.8,45,59740000,A team of commandos on a mission in a Central American jungle find themselves hunted by an extraterrestrial warrior.
613,Pride,2014,119,7.8,79,16700000,U.K. gay activists work to help miners during their lengthy strike of the National Union of Mineworkers in the summer of 1984.
657,Pride & Prejudice,2005,129,7.8,82,38410000,"Sparks fly when spirited Elizabeth Bennet meets single, rich, and proud Mr. Darcy. But Mr. Darcy reluctantly finds himself falling in love with a woman beneath his class. Can each overcome their own pride and prejudice?"
841,Primal Fear,1996,129,7.7,47,56120000,"An altar boy is accused of murdering a priest, and the truth is buried several layers deep."
80,Princess Mononoke,1997,134,8.4,76,2380000,"On a journey to find the cure for a Tatarigami's curse, Ashitaka finds himself in the middle of a war between the forest gods and Tatara, a mining colony. In this quest he also meets San, the Mononoke Hime."
238,Prisoners,2013,153,8.1,70,61000000,"When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts."
56,Psycho,1960,109,8.5,97,32000000,"A Phoenix secretary embezzles $40,000 from her employer's client, goes on the run, and checks into a remote motel run by a young man under the domination of his mother."
9,Pulp Fiction,1994,154,8.9,94,107930000,"The lives of two mob hitmen, a boxer, a gangster and his wife, and a pair of diner bandits intertwine in four tales of violence and redemption."
218,Queen,2013,146,8.1,72,1430000,A Delhi girl from a traditional family sets out on a solo honeymoon after her marriage gets cancelled.
95,Raatchasan,2018,170,8.3,79,44242000,A sub-inspector sets out in pursuit of a mysterious serial killer who targets teen school girls and murders them brutally.
183,Raging Bull,1980,129,8.2,89,23380000,"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it."
409,Rain Man,1988,133,8,65,178800000,"After a selfish L.A. yuppie learns his estranged father left a fortune to an autistic-savant brother in Ohio that he didn't know existed, he absconds with his brother and sets out across the country, hoping to gain a larger inheritance."
280,Raise the Red Lantern,1991,125,8.1,70,2600000,"A young woman becomes the fourth wife of a wealthy lord, and must learn to live with the strict rules and tensions within the household."
181,Ran,1985,162,8.2,96,4140000,"In Medieval Japan, an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them and cause them to turn on each other...and him."
199,Rashomon,1950,88,8.2,98,100000,"The rape of a bride and the murder of her samurai husband are recalled from the perspectives of a bandit, the bride, the samurai's ghost and a woodcutter."
251,Ratatouille,2007,111,8.1,96,206450000,A rat who can cook makes an unusual alliance with a young kitchen worker at a famous Paris restaurant.
803,Ray,2004,152,7.7,73,75330000,"The story of the life and career of the legendary rhythm and blues musician Ray Charles, from his humble beginnings in the South, where he went blind at age seven, to his meteoric rise to stardom during the 1950s and 1960s."
57,Rear Window,1954,112,8.5,100,36760000,"A wheelchair-bound photographer spies on his neighbors from his Greenwich Village courtyard apartment window, and becomes convinced one of them has committed murder, despite the skepticism of his fashion-model girlfriend."
327,Rebecca,1940,130,8.1,86,4360000,A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.
995,Rebel Without a Cause,1955,111,7.6,89,4500000,"A rebellious young man with a troubled past comes to a new town, finding friends and enemies."
728,Red River,1948,133,7.8,77,4100000,"Dunson leads a cattle drive, the culmination of over 14 years of work, to its destination in Missouri. But his tyrannical behavior along the way causes a mutiny, led by his adopted son."
671,Remember the Titans,2000,113,7.8,48,115650000,The true story of a newly appointed African-American coach and his high school team on their first season as a racially integrated unit.
991,Repulsion,1965,105,7.6,91,33174,A sex-repulsed woman who disapproves of her sister's boyfriend sinks into depression and has horrific visions of rape and violence.
110,Requiem for a Dream,2000,102,8.3,68,3640000,The drug-induced utopias of four Coney Island people are shattered when their addictions run deep.
114,Reservoir Dogs,1992,99,8.3,79,2830000,"When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant."
318,Rififi,1955,118,8.1,97,60000,"Four men plan a technically perfect crime, but the human element intervenes..."
446,Rio Bravo,1959,141,8,93,12540000,"A small-town sheriff in the American West enlists the help of a disabled man, a drunk, and a young gunfighter in his efforts to hold in jail the brother of the local bad guy."
817,Road to Perdition,2002,117,7.7,72,104450000,"A mob enforcer's son in 1930s Illinois witnesses a murder, forcing him and his father to take to the road, and his father down a path of redemption and revenge."
980,RoboCop,1987,102,7.6,70,53420000,"In a dystopic and crime-ridden Detroit, a terminally wounded cop returns to the force as a powerful cyborg haunted by submerged memories."
295,Rocky,1976,120,8.1,70,117240000,A small-time Philadelphia boxer gets a supremely rare chance to fight the world heavyweight champion in a bout in which he strives to go the distance for his self-respect.
606,Rogue One: A Star Wars Story,2016,133,7.8,65,532180000,"In a time of conflict, a group of unlikely heroes band together on a mission to steal the plans to the Death Star, the Empire's ultimate weapon of destruction."
741,Roma,2018,135,7.7,96,1140000,A year in the life of a middle-class family's maid in Mexico City in the early 1970s.
454,Roman Holiday,1953,118,8,78,12000000,A bored and sheltered princess escapes her guardians and falls in love with an American newsman in Rome.
458,"Rome, Open City",1945,103,8,70,3000000,"During the Nazi occupation of Rome in 1944, the Resistance leader, Giorgio Manfredi, is chased by the Nazis as he seeks refuge and a way to escape."
220,Room,2015,118,8.1,86,14680000,"Held captive for 7 years in an enclosed space, a woman and her young son finally gain their freedom, allowing the boy to experience the outside world for the first time."
578,Rope,1948,80,7.9,73,2450000,Two men attempt to prove they committed the perfect crime by hosting a dinner party after strangling their former classmate to death.
432,Rosemarys Baby,1968,137,8,96,33400000,"A young couple trying for a baby moves into an aging, ornate apartment building on Central Park West, where they find themselves surrounded by peculiar neighbors."
336,RRR,2022,187,8,83,163000000,A fictitious story about two legendary revolutionaries and their journey away from home before they started fighting for their country in 1920s.
832,Run Lola Run,1998,80,7.7,77,7270000,"After a botched money delivery, Lola has 20 minutes to come up with 100,000 Deutschmarks."
231,Rush,2013,123,8.1,74,26950000,The merciless 1970s rivalry between Formula One rivals James Hunt and Niki Lauda.
965,Rushmore,1998,93,7.6,86,17110000,"A teenager at Rushmore Academy falls for a much older teacher and befriends a middle-aged industrialist. Later, he finds out that his love interest and his friend are having an affair, which prompts him to begin a vendetta."
996,Sabrina,1954,113,7.6,72,53700000,"A playboy becomes interested in the daughter of his family's chauffeur, but it's his more serious brother who would be the better man for her."
442,Sanjuro,1962,96,8,71,65028,"A crafty samurai helps a young man and his fellow clansmen trying to save his uncle, who has been framed and imprisoned by a corrupt superintendent."
41,Sardar Udham,2021,164,8.5,75,0,A biopic detailing the 2 decades that Punjabi Sikh revolutionary Udham Singh spent planning the assassination of the man responsible for the Jallianwala Bagh massacre.
263,Sarfarosh,1999,174,8.1,80,4300000,"After his brother is killed and father severely injured by terrorists, a young med student quits his studies to join the Indian Police Service to wipe out the terrorists."
26,Saving Private Ryan,1998,169,8.6,91,216540000,"Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action."
952,Saw,2004,103,7.6,46,56000000,"Two strangers awaken in a room with no recollection of how they got there, and soon discover they're pawns in a deadly game perpetrated by a notorious serial killer."
117,Scarface,1983,170,8.3,65,45600000,"In 1980 Miami, a determined Cuban immigrant takes over a drug cartel and succumbs to greed."
909,Scarface,1932,93,7.7,87,66000000,"An ambitious and nearly insane violent gangster climbs the ladder of success in the mob, but his weaknesses prove to be his downfall."
404,Scent of a Woman,1992,156,8,59,63900000,"A prep school student needing money agrees to ""babysit"" a blind man, but the job is not at all what he anticipated."
5,Schindlers List,1993,195,9,94,96900000,"In German-occupied Poland during World War II, industrialist Oskar Schindler gradually becomes concerned for his Jewish workforce after witnessing their persecution by the Nazis."
29,Se7en,1995,127,8.6,65,100130000,"Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his motives."
912,Searching,2018,102,7.6,71,26020000,"After his teenage daughter goes missing, a desperate father tries to find clues on her laptop."
399,Secrets & Lies,1996,136,8,91,13420000,"Following the death of her adoptive parents, a successful young black optometrist establishes contact with her biological mother -- a lonely white factory worker living in poverty in East London."
842,Sense and Sensibility,1995,136,7.7,84,43180000,"Rich Mr. Dashwood dies, leaving his second wife and her three daughters poor by the rules of inheritance. The two eldest daughters are the title opposites."
660,Serenity,2005,119,7.8,74,25510000,The crew of the ship Serenity try to evade an assassin sent to recapture telepath River.
885,Serpico,1973,130,7.7,81,29800000,An honest New York cop named Frank Serpico blows the whistle on rampant corruption in the force only to have his comrades turn against him.
939,Seven Pounds,2008,123,7.6,36,69950000,A man with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.
34,Seven Samurai,1954,207,8.6,98,270000,"""A veteran samurai, gathers six samurais to protect a village from the cruel bandits. As the samurais teach the natives how to defend themselves, the village is attacked by a pack of 40 bandits."
731,Shadow of a Doubt,1943,108,7.8,94,1200000,"A teenage girl, overjoyed when her favorite uncle comes to visit the family in their quiet California town, slowly begins to suspect that he is in fact the ""Merry Widow"" killer sought by the authorities."
511,Shaun of the Dead,2004,99,7.9,76,13540000,"The uneventful, aimless lives of a London electronics salesman and his layabout roommate are disrupted by the zombie apocalypse."
207,Sherlock Jr.,1924,45,8.2,72,980000,"A film projectionist longs to be a detective, and puts his meagre skills to work when he is framed by a rival for stealing his girlfriend's father's pocketwatch."
74,Shershaah,2021,135,8.4,70,0,"The story of PVC awardee Indian soldier Capt. Vikram Batra, who shot to fame and became a household name during the Kargil War in 1999."
840,Shine,1996,105,7.7,87,35810000,"Pianist David Helfgott, driven by his father and teachers, has a breakdown. Years later he returns to the piano, to popular if not critical acclaim."
298,Sholay,1975,162,8.1,78,4400000,"After his family is murdered by a notorious and ruthless bandit, a former police officer enlists the services of two outlaws to capture the bandit."
465,Shoplifters,2018,121,7.9,93,3310000,A family of small-time crooks take in a child they find outside in the cold.
847,Short Cuts,1993,188,7.7,79,6110000,The day-to-day lives of several suburban Los Angeles residents.
479,Short Term 12,2013,96,7.9,82,1010000,A 20-something supervising staff member of a residential treatment facility navigates the troubled waters of that world alongside her co-worker and longtime boyfriend.
526,Shrek,2001,90,7.9,84,267670000,"A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back."
154,Shutter Island,2010,138,8.2,63,128010000,"In 1954, a U.S. Marshal investigates the disappearance of a murderer who escaped from a hospital for the criminally insane."
919,Sicario,2015,121,7.6,82,46890000,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.
778,Silver Linings Playbook,2012,122,7.7,81,132090000,"After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own."
375,Sin City,2005,124,8,74,74100000,"An exploration of the dark and miserable Basin City and three of its residents, all of whom are caught up in violent corruption."
473,Sing Street,2016,106,7.9,79,3240000,A boy growing up in Dublin during the 1980s escapes his strained family life by starting a band to impress the mysterious girl he likes.
129,Singin in the Rain,1952,103,8.3,99,8820000,A silent film star falls for a chorus girl just as he and his delusionally jealous screen partner are trying to make the difficult transition to talking pictures in 1920s Hollywood.
640,Skyfall,2012,143,7.8,81,304360000,"James Bond's loyalty to M is tested when her past comes back to haunt her. When MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost."
428,Sleuth,1972,138,8,80,4080000,"A man who loves games and theater invites his wife's lover to meet him, setting up a battle of wits with potentially deadly results."
398,Sling Blade,1996,135,8,84,24480000,"Karl Childers, a simple man hospitalized since his childhood murder of his mother and her lover, is released to start a new life in a small town."
365,Slumdog Millionaire,2008,120,8,84,141320000,"A Mumbai teenager reflects on his life after being accused of cheating on the Indian version of ""Who Wants to be a Millionaire?""."
109,Snatch,2000,102,8.3,55,30330000,"Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond."
998,Snow White and the Seven Dwarfs,1937,83,7.6,95,184930000,"Exiled into the dangerous forest by her wicked stepmother, a princess is rescued by seven dwarf miners who make her part of their household."
427,Solaris,1972,167,8,90,229210,A psychologist is sent to a station orbiting a distant planet in order to discover what has caused the crew to go insane.
193,Some Like It Hot,1959,121,8.2,98,25000000,"After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in."
352,Song of the Sea,2014,93,8,85,860000,"Ben, a young Irish boy, and his little sister Saoirse, a girl who can turn into a seal, go on an adventure to free the fairies and save the spirit world."
16,Soorarai Pottru,2020,153,8.7,73,21000000,"Nedumaaran Rajangam ""Maara"" sets out to make the common man fly and in the process takes on the world's most capital intensive industry and several enemies who stand in his way."
344,Soul,2020,100,8,83,122200000,"After landing the gig of a lifetime, a New York jazz pianist suddenly finds himself trapped in a strange land between Earth and the afterlife."
743,Sound of Metal,2019,120,7.7,82,516520,A heavy-metal drummer's life is thrown into freefall when he begins to lose his hearing.
827,"South Park: Bigger, Longer & Uncut",1999,81,7.7,73,52040000,"When Stan Marsh and his friends go see an R-rated movie, they start cursing and their parents think that Canada is to blame."
567,Spartacus,1960,197,7.9,87,30000000,"The slave Spartacus survives brutal training as a gladiator and leads a violent revolt against the decadent Roman Republic, as the ambitious Crassus seeks to gain power by crushing the uprising."
349,Special 26,2013,144,8,72,1080000,A gang of con-men rob prominent rich businessmen and politicians by posing as C.B.I and income tax officers.
65,Spider-Man: Into the Spider-Verse,2018,117,8.4,87,190240000,"Teen Miles Morales becomes the Spider-Man of his universe, and must join with five spider-powered individuals from other dimensions to stop a threat for all realities."
102,Spider-Man: No Way Home,2021,148,8.3,71,804750000,"With Spider-Man's identity now revealed, Peter asks Doctor Strange for help. When a spell goes wrong, dangerous foes from other worlds start to appear, forcing Peter to discover what it truly means to be Spider-Man."
25,Spirited Away,2001,125,8.6,96,10060000,"During her family's move to the suburbs, a sullen 10-year-old girl wanders into a world ruled by gods, witches, and spirits, and where humans are changed into beasts."
233,Spotlight,2015,129,8.1,93,45060000,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core."
381,"Spring, Summer, Fall, Winter... and Spring",2003,103,8,85,2380000,A boy is raised by a Buddhist monk in an isolated floating temple where the years pass like the seasons.
733,Stagecoach,1939,96,7.8,93,1100000,A group of people traveling on a stagecoach find their journey complicated by the threat of Geronimo and learn something about each other in the process.
453,Stalag 17,1953,120,8,84,10000000,"After two Americans are killed while escaping from a German P.O.W. camp in World War II, the barracks black marketeer, J.J. Sefton, is suspected of being an informer."
292,Stalker,1979,162,8.1,71,230000,A guide leads two men through an area known as the Zone to find a room that grants wishes.
284,Stand by Me,1986,89,8.1,75,52290000,"After the death of one of his friends, a writer recounts a childhood journey with his friends to find the body of a missing boy."
500,Star Trek,2009,127,7.9,82,257730000,The brash James T. Kirk tries to live up to his father's legacy with Mr. Spock keeping him in check as a vengeful Romulan from the future creates black holes to destroy the Federation one planet at a time.
877,Star Trek II: The Wrath of Khan,1982,113,7.7,67,78910000,"With the assistance of the Enterprise crew, Admiral Kirk must stop an old nemesis, Khan Noonien Singh, from using the life-generating Genesis Device as the ultimate weapon."
773,Star Trek Into Darkness,2013,132,7.7,72,228780000,"After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction."
32,Star Wars,1977,121,8.6,90,322740000,"Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth Vader."
966,Star Wars: Episode III - Revenge of the Sith,2005,140,7.6,68,380260000,"Three years into the Clone Wars, the Jedi rescue Palpatine from Count Dooku. As Obi-Wan pursues a new threat, Anakin acts as a double agent between the Jedi Council and Palpatine and is lured into a sinister plan to rule the galaxy."
19,Star Wars: Episode V - The Empire Strikes Back,1980,124,8.7,82,290480000,"After the Rebels are brutally overpowered by the Empire on the ice planet Hoth, Luke Skywalker begins Jedi training with Yoda, while his friends are pursued across the galaxy by Darth Vader and bounty hunter Boba Fett."
118,Star Wars: Episode VI - Return of the Jedi,1983,131,8.3,58,309130000,"After a daring mission to rescue Han Solo from Jabba the Hutt, the Rebels dispatch to Endor to destroy the second Death Star. Meanwhile, Luke struggles to help Darth Vader back from the dark side without falling into the Emperor's trap."
615,Star Wars: Episode VII - The Force Awakens,2015,138,7.8,80,936660000,"As a new threat to the galaxy rises, Rey, a desert scavenger, and Finn, an ex-stormtrooper, must join Han Solo and Chewbacca to search for the one hope of restoring peace."
941,Stardust,2007,127,7.6,66,38630000,"In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm."
630,Straight Outta Compton,2015,147,7.8,72,161200000,"The rap group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood."
575,Strangers on a Train,1951,101,7.9,88,7630000,A psychopath forces a tennis star to comply with his theory that two strangers can get away with murder.
586,Sullivans Travels,1941,90,7.9,78,1200000,Hollywood director John L Sullivan sets out to experience life as a homeless person in order to gain relevant life experience for his next movie.
335,Sunrise,1927,94,8.1,75,540000,"A sophisticated urban woman seduces a farmer in the hopes that he will murder his neglected wife and join her in the city, but he soon finds himself rekindling his romance with the latter when she discovers their scheme."
92,Sunset Blvd.,1950,110,8.4,72,2500000,A screenwriter develops a dangerous relationship with a faded film star determined to make a triumphant return.
467,Super 30,2019,154,7.9,73,2270000,Based on the life of Patna-based mathematician Anand Kumar who runs the famed Super 30 program for IIT aspirants in Patna.
938,Superbad,2007,113,7.6,76,121460000,Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.
255,Swades,2004,189,8.1,72,1220000,A successful Indian scientist returns to an Indian village to take his nanny to America with him and in the process rediscovers his roots.
